Accession	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
MIMAT0000421	6.309248	5.845325	5.680043	6.55708	3.849204	5.51357	6.272067	7.521463	5.871774	4.128668	6.260761	6.331515
MIMAT0004590	0.2678797	0.6974179	0.7984648	0.7135242	1.064148	0.4514194	0.7794023	0.2096591	0.3555758	0.1003224	0.6146845	0.9668968
MIMAT0004591	0.2905931	0.4350536	0.5468562	0.5471385	0.4102067	0.1425523	0.8969276	0.03649142	0.1714373	0.2388471	0.6947691	0.4544227
MIMAT0000422	0.9289937	0.4044105	0.4110098	2.515265	0.9150224	0.07742023	0.7640758	0.4857891	0.8800724	0.1089734	0.5303654	1.258721
MIMAT0000423	0.6893053	0.1000589	0.3807353	0.8868209	0.9392612	0.6646574	0.7462375	0.2772022	0.8244489	0.7058537	0.8669959	0.6768333
MIMAT0004592	0.4888144	0.3342358	0.2514814	0.6184782	1.304363	0.3897041	0.6774518	0.3947521	0.3324663	0.399876	0.7135965	0.4889374
MIMAT0026477	0.2459533	0.1953231	0.3376072	0.4548916	0.648046	0.1395929	0.1981248	0.01887241	0.4793421	0.5540693	0.1078225	0.4097829
MIMAT0000424	0.8563498	0.496154	0.4911186	0.1036632	0.3223454	0.2146201	0.7675276	0.3740406	0.9060787	0.5352069	0.5380169	0.4195012
MIMAT0004593	0.6008003	0.1858109	0.5292568	0.4915574	0.6755424	0.2117289	0.7260811	0.01889199	0.005012721	-0.09662619	0.3972596	0.4852122
MIMAT0000425	1.180462	0.5221179	2.176924	1.488201	0.8540987	1.001223	0.7216307	0.5260805	1.02388	1.060125	1.13557	0.8900258
MIMAT0004594	0.6404061	0.6025786	0.3376072	-0.1340759	0.3826944	0.4202779	0.4765433	0.02009958	0.4994795	0.3071414	0.3553534	0.4748574
MIMAT0000426	0.588937	0.3689949	0.2811151	1.185165	0.7633261	0.887281	0.9980574	0.2214061	0.7381715	0.897053	-0.03393388	0.8586043
MIMAT0026478	1.130389	0.5953496	0.6437654	1.433892	0.7350602	0.4476725	0.9622439	0.1272006	0.3190497	0.4121205	0.6274387	0.3238519
MIMAT0000427	0.4489969	0.6025785	0.954164	0.9381195	0.7249207	0.947415	0.5071193	0.5925896	0.3063889	0.9653099	0.777424	1.234885
MIMAT0000428	0.3368539	0.5479017	0.66879	0.886821	0.6203489	0.5154154	0.7526199	0.2537183	0.7697721	0.6383243	0.4999554	0.9008786
MIMAT0004595	1.699293	0.3160652	0.875169	1.836617	1.21015	0.6611397	0.7506728	0.7268159	0.8244489	0.2599398	0.2787609	1.206178
MIMAT0000429	0.2843415	0.3626719	0.614475	1.068819	1.159163	0.6521015	0.6934619	0.2887675	0.484294	0.9140112	0.4601935	0.6106488
MIMAT0000430	0.2905931	0.4830418	0.6186504	1.456111	0.814884	0.3739032	0.9191395	0.3322319	0.3963522	0.598709	0.364826	0.5675766
MIMAT0004596	0.2905931	0.05494061	0.6296486	0.370395	0.2925575	0.3097061	0.7824525	0.05697984	0.8449197	0.598709	0.1755621	0.6905944
MIMAT0000431	0.2866373	0.6025785	0.6189446	1.105545	0.7454115	0.6210247	0.7371581	0.2035017	0.6132544	0.598709	0.5625445	0.6905943
MIMAT0004597	3.462235	0.6025785	1.479588	1.813314	1.071748	0.3171217	0.8074732	0.4038428	0.6532162	1.214099	1.297957	0.8279217
MIMAT0004598	0.09348828	0.1568516	0.6545824	0.8183799	0.648046	0.5017541	0.8410034	0.1390165	0.92636	0.4090524	0.6776918	0.7683024
MIMAT0000432	0.3302725	0.3160652	0.7642348	1.260674	0.9344208	0.6114573	0.907884	0.07618845	0.5158889	0.3468209	1.025641	0.5519637
MIMAT0000433	0.6245705	0.5432433	0.4992085	0.3568231	0.9344208	0.6411598	0.4627195	0.5332544	0.2389344	0.2478062	0.7040579	0.5816624
MIMAT0000434	0.08621466	0.4129163	0.4033679	0.7951267	1.029058	0.3081489	0.7943507	0.1157633	0.3641596	0.6385299	-0.1049359	0.6024792
MIMAT0004599	0.2905931	0.292709	0.9028655	0.9083923	0.8026217	0.3998431	0.4558207	0.2074575	0.339932	0.5753528	0.1524622	0.6905944
MIMAT0000435	0.5808565	0.3712044	0.3910432	0.886821	0.9344208	0.4057633	0.5069002	0.2133777	0.3260537	0.3622807	0.1372187	0.2970418
MIMAT0004600	0.5331597	0.1089934	0.6091778	0.6797492	0.8906127	0.4103689	0.4489487	0.2411912	0.5350369	0.5523045	1.311628	0.4544227
MIMAT0000436	0.5493184	0.9124138	0.6091778	0.8868209	0.4542828	0.255821	0.8515127	0.4661828	0.5158889	0.6987165	0.5757807	0.7540333
MIMAT0000437	0.7877102	0.1568251	0.696968	0.8080635	1.778553	0.52247	0.5695517	0.2042479	-0.02577686	0.9140112	0.4906995	0.6221615
MIMAT0004601	0.4831285	0.3160652	0.4866626	0.5895749	0.8119055	0.5117458	0.5617085	0.3133453	0.5158889	0.3046497	0.4416363	0.5603104
MIMAT0026479	0.0434511	-0.05471948	0.389481	1.21518	0.3826945	0.5265359	0.522509	0.2083757	0.3689167	0.1083212	0.4220416	0.6905944
MIMAT0000438	0.0447582	0.3749375	0.6675119	0.3623185	0.9344208	0.08783472	0.5090016	0.09078252	0.8528413	1.09182	0.6041731	0.7189867
MIMAT0000439	0.4200811	0.07361734	0.322084	0.4794123	0.8259677	0.6981982	0.8290392	0.3369456	0.645377	0.2966626	0.6575835	0.5173975
MIMAT0026480	0.6199713	0.3414094	0.327669	0.636393	1.059211	1.139462	0.5177832	0.2115183	0.4070449	0.3281017	0.6270025	0.7666481
MIMAT0000440	3.003746	0.9148834	1.893675	2.151067	1.510951	0.7303129	0.7653509	2.111829	2.22353	2.669669	1.031093	1.780408
MIMAT0001618	0.7416985	0.9794185	1.125228	0.8771399	1.227764	0.6059062	0.6889309	0.5419936	0.870965	0.5048016	0.8158155	0.9352008
MIMAT0000441	0.2695827	0.2222216	0.252806	0.5132101	0.6606998	0.1538357	0.6200604	0.3145144	0.4822655	0.2089139	0.5226343	0.3977844
MIMAT0000442	0.5837738	0.6092459	0.6358801	0.7567521	0.6758752	0.6609633	0.889443	0.419203	0.06460553	0.6720237	0.2252845	1.253973
MIMAT0000443	0.2905931	0.172352	0.612767	0.6438907	0.648046	0.6378502	0.5213978	0.4580778	0.3942223	0.564432	0.4464287	0.7320978
MIMAT0004602	0.4911157	0.7960734	0.4532994	0.9794847	0.648046	0.634261	0.8333882	0.2716417	0.7093838	0.4868106	0.5350225	0.9448819
MIMAT0004603	0.5789707	0.6044428	0.6259848	1.191978	1.07976	0.6333314	0.519692	0.4323552	0.5158889	0.598709	0.4180958	0.7871969
MIMAT0000444	0.5966379	0.6390851	1.436781	0.8798566	0.7846843	0.5940303	0.6873041	0.5866879	0.7100762	0.4295918	0.5688164	1.346872
MIMAT0000445	1.82868	1.144663	1.884104	1.863523	1.659139	1.980775	1.8456	2.973011	1.990963	1.795344	1.642002	3.203914
MIMAT0004604	0.2672837	0.3793598	0.9661601	-0.3363923	0.4511	0.4631377	0.6095562	0.1955547	0.2350943	0.6754177	0.5754336	0.8952626
MIMAT0000446	0.5476956	0.2359377	0.09660521	0.3432075	0.8290431	0.1842327	0.4123115	0.1351818	0.2391206	0.2638468	0.513526	0.8715915
MIMAT0004605	1.061507	0.8030649	0.7829021	2.159956	1.021519	0.5833943	0.9622439	0.5307957	0.5553738	0.48936	0.9669586	0.7715579
MIMAT0000447	0.6199713	0.6318778	0.312518	0.6858451	0.648046	0.3751849	0.9622439	0.3141975	0.2320356	0.2824832	0.5523711	0.4544227
MIMAT0026481	0.6199713	0.3160652	0.3183591	0.886821	0.5991594	0.630824	0.4365727	0.2723823	0.2700842	0.3037045	0.01123857	0.2536093
MIMAT0000448	0.75742	0.3160652	0.4027102	0.3937561	0.7946623	0.4436749	0.3072784	0.3925007	0.5597208	0.117597	0.3421351	0.03714436
MIMAT0004606	0.6136006	0.5853499	0.4912084	0.1147739	0.9034317	0.3907193	0.7113125	0.2745312	0.5127805	0.6103081	0.5873798	0.9564809
MIMAT0004607	0.2338061	0.6106524	0.5819058	0.6643436	0.6572105	0.6441417	0.9117146	0.6326598	0.4742644	0.863482	0.6384751	1.18918
MIMAT0000449	-0.1190127	0.1937771	0.5325405	0.5448576	1.115252	0.5271001	1.129353	0.3793765	0.7108222	0.4765163	0.6917391	0.6121519
MIMAT0004608	0.4712228	0.05494064	0.5425133	0.5430599	1.516274	0.3891388	0.8134953	0.05146444	0.3671404	0.2466138	0.6652787	0.6038455
MIMAT0000450	0.5492174	0.4194892	0.8021258	1.079769	0.7513314	0.634261	0.7144451	0.02436823	0.2352661	0.5000895	0.8140271	0.4297857
MIMAT0004609	5.650017	0.6798875	1.219932	2.549505	3.912425	0.7038841	3.006206	0.418196	0.901758	3.330122	2.723161	3.567116
MIMAT0000451	1.181415	2.070077	1.597543	1.315364	1.634847	0.6983612	2.295361	3.496736	1.553122	1.33216	0.8166392	1.279051
MIMAT0004610	1.279073	0.5452556	0.5466922	0.4820251	0.648046	1.068349	0.6111476	-0.0259766	0.5158889	0.4392424	0.5132951	0.5865235
MIMAT0000452	0.6199714	0.1764689	0.1613989	1.008349	0.7958997	0.5213714	0.8046407	0.03650904	1.15234	0.598709	0.5757807	0.773405
MIMAT0000453	0.5608326	0.4489389	0.4704809	0.482798	0.5155681	0.465611	0.5417687	0.3067828	0.7306697	0.4080928	0.5676318	0.8234681
MIMAT0000454	0.9336058	0.6537551	0.1406966	1.399305	1.196642	0.2134607	0.6997134	0.4217288	1.142072	0.7535241	0.6216512	0.7198225
MIMAT0000455	3.943465	0.6858314	3.580598	3.180662	2.992742	1.444878	1.542114	2.302332	2.420131	3.482679	1.892922	2.330914
MIMAT0004611	0.6964214	0.3160653	0.3376073	0.963271	2.626975	0.6342611	0.7134663	-0.007252336	0.8759345	0.9522363	1.365872	1.495961
MIMAT0000456	0.9536438	0.3974912	0.3533795	0.886821	0.9344208	0.634261	0.573865	0.3902192	0.565708	0.6408139	0.8140272	0.5905479
MIMAT0004612	0.6027194	0.461203	0.3287045	2.171783	0.648046	0.9281147	0.5007192	0.5925897	0.807197	0.5765463	0.5668781	0.4952564
MIMAT0000457	0.8375329	0.7978737	0.9550095	0.2597427	0.9865648	0.4017942	0.917275	0.4250191	0.824449	0.4898875	0.4072175	0.8547004
MIMAT0004613	0.1413079	-0.1594565	0.6237643	0.9014074	0.6747111	0.1842326	0.4631015	0.2137587	0.2393164	0.3217279	0.5757807	0.4690091
MIMAT0000458	0.304238	0.6025786	0.3037316	0.2322555	0.5969059	0.413488	0.8445752	0.2074575	0.7301003	0.6400328	0.193786	0.949816
MIMAT0026482	1.068112	1.202521	2.380743	1.32761	0.9567817	1.401897	1.371026	0.8450065	1.076866	1.209438	1.321478	1.338151
MIMAT0004614	0.974409	1.738611	1.380486	1.565853	1.18075	0.5775661	1.113788	0.808212	0.9759934	1.050557	0.7573323	2.473971
MIMAT0000459	0.2905931	0.323032	0.3293005	1.108327	0.3611876	0.3915364	0.6523532	0.384194	0.4768305	0.5286472	-0.03393388	0.07553542
MIMAT0000460	0.2052823	0.8271031	0.9028654	1.111579	1.462204	0.3610592	1.155206	0.08964613	0.4305782	-0.03696591	0.497182	0.6655788
MIMAT0000461	0.974409	0.836182	0.3376072	1.082147	0.6414412	0.3795587	0.6894242	0.145634	0.465639	0.5639203	0.8221943	0.5805545
MIMAT0004615	0.5629659	0.07258034	0.6091778	0.6449492	0.4388286	0.2403668	0.8451154	0.4609124	0.2846316	0.6721395	1.301235	0.4902926
MIMAT0000462	0.8904436	0.3062757	0.9028655	1.366718	0.915399	0.5502955	0.8729762	0.4587926	0.7832419	0.8300458	0.5757807	0.9419295
MIMAT0000510	4.870794	2.290891	3.373151	3.210148	4.874272	1.486819	3.899814	3.168066	2.8507	4.038989	3.877036	3.983548
MIMAT0004657	0.7482919	0.5678846	0.6091778	0.886821	1.237445	0.3845595	0.5331982	0.3925007	-0.02577686	0.5602885	0.6531583	0.68193
MIMAT0000617	0.6367571	0.2369537	0.3376071	1.391211	1.229352	0.8826914	0.889729	0.5200748	0.5077954	0.8471394	0.5676872	1.414783
MIMAT0000646	4.949894	3.246209	5.0488	5.384948	1.207273	2.304417	5.363189	2.946272	3.320472	1.553164	5.148171	5.570546
MIMAT0004658	0.3299102	0.5553072	1.54196	1.458373	1.248983	0.6076987	0.9075691	0.6003563	0.4686176	0.5149971	1.080598	0.7021318
MIMAT0031095	0.3741577	0.4830449	0.2894205	0.395063	0.6931848	0.5147273	0.8427101	0.5349267	0.4677023	0.7944775	0.4088514	0.9469836
MIMAT0004671	0.757923	0.1450272	0.9830821	0.5268878	0.559658	0.4177749	0.5360373	0.2074575	0.558475	0.7756725	0.339382	0.2240642
MIMAT0000680	1.727773	0.6685271	0.3376071	1.147461	1.08963	0.7077907	1.56078	1.103943	0.5844975	1.583337	0.6662117	0.7970665
MIMAT0004672	0.6731467	0.3933094	0.1015571	0.1138741	1.262213	0.1905739	0.4636633	0.3833205	0.02276641	1.113777	0.5779771	0.7088318
MIMAT0004673	1.228461	0.3089923	0.5968819	0.4175404	0.7648373	0.7018771	0.9622438	0.4158357	0.2553705	0.8162817	0.2200783	0.4443561
MIMAT0000681	0.6199713	-0.06126165	0.3875393	0.6972141	0.9284536	0.4328755	0.7406053	0.2074575	0.2942504	0.4091021	0.475504	1.025344
MIMAT0004674	0.2419919	0.6480412	0.8776692	0.8686579	0.9014282	0.634261	0.7500481	0.194705	0.500527	0.5791212	0.3135074	0.6905944
MIMAT0001620	0.6376202	0.3379059	0.775751	1.271166	1.042599	0.6519099	0.9310011	0.3300616	0.2010194	0.4361855	0.4510373	0.9502777
MIMAT0000682	0.4582213	0.1543151	0.3764818	0.8501315	0.3903725	0.3998431	1.035026	0.2151355	0.5547635	0.3548485	0.5834588	0.526669
MIMAT0000683	0.248077	0.3670669	0.3637158	1.018702	0.6391942	0.3161133	0.7909399	0.3393381	0.4799517	0.7427073	0.408516	0.7109224
MIMAT0000684	-0.01370758	0.3961761	0.6927006	1.532317	1.017944	0.4891949	0.5451725	0.2909803	0.2229601	0.7955274	0.2714801	0.6405813
MIMAT0004675	0.2402533	0.9107729	1.215137	0.3853806	0.5547028	0.4352994	0.5825258	0.4053416	0.8553336	0.6972207	0.4343092	1.21495
MIMAT0000685	0.6042185	0.7184692	0.7093185	0.6928763	0.6963199	0.7042744	0.7792373	0.4207395	0.1130579	0.1733228	0.1883083	1.780408
MIMAT0004676	0.5588695	0.2535622	0.6091778	0.3499243	0.6139323	0.634261	0.5360132	0.3583869	0.5768621	0.6637483	0.3553534	0.7707868
MIMAT0000686	0.3577562	0.1221038	0.5219949	0.0411942	0.9287152	0.9544441	0.4558207	-0.05801481	0.2991987	0.4915292	0.4225166	0.6905944
MIMAT0004677	0.3150893	0.478694	0.4875118	1.385743	1.170279	0.3845464	1.015402	0.9905814	0.1243038	0.5429993	0.1769584	0.6902804
MIMAT0002890	0.5124856	0.3314857	0.5594997	1.217375	1.241046	0.7360836	0.7291037	0.5475506	0.5979331	0.6653044	0.7689881	0.6455553
MIMAT0000687	0.3753896	0.458923	0.128516	0.4027999	1.076918	0.634261	0.78451	0.2464533	0.2710314	0.9530071	0.4124222	1.051592
MIMAT0022696	0.475137	0.569425	0.4638416	0.8334839	0.8851564	0.310467	0.609955	0.2157422	0.4263842	0.5251926	0.6087132	0.7077824
MIMAT0000688	0.3436393	0.309416	0.3170939	0.3499242	0.6413968	0.7891421	0.4796425	0.4966074	0.7493973	0.5554695	0.2465565	0.548517
MIMAT0000689	1.213241	0.6594265	0.4808603	0.886821	0.790711	0.2317563	0.5713959	0.3242605	0.5766802	0.9140112	0.4474632	0.7502989
MIMAT0004678	0.2468736	0.07554233	0.3448165	0.7242962	1.07492	0.3225042	1.00674	0.2280592	0.2295195	0.614168	0.6515024	1.052426
MIMAT0000690	0.3814498	0.5054136	0.1188669	1.841272	1.328302	0.6322293	0.628367	0.2368042	0.3228924	0.235795	0.6620607	0.6905944
MIMAT0004679	1.081053	0.7592694	0.4442509	0.5079633	1.395484	0.6768687	1.068887	-0.01486641	0.08086681	0.7661862	0.7536699	1.089185
MIMAT0004680	0.974409	0.9957964	0.5321597	1.410397	0.6920182	0.5688745	0.5392033	0.4758833	0.5820464	1.180846	0.08707571	0.8678638
MIMAT0000691	0.2793629	0.3746924	2.267264	0.401594	1.707038	1.254972	0.5207938	0.7635623	1.110277	0.4484361	1.625166	1.355455
MIMAT0000692	0.4321177	0.0226199	0.81321	1.318046	0.648046	0.4464074	0.6714917	0.3363215	0.7199211	0.4108554	0.2813261	1.042716
MIMAT0000693	0.5824483	0.4015191	0.1717314	0.1397527	0.9096534	0.3750758	0.4307039	0.3673839	0.3174894	0.04163289	0.4600244	0.4296553
MIMAT0004681	0.3854859	0.8222069	0.9028655	0.7649629	0.8262976	0.7970739	0.8761486	0.6013661	0.7342419	0.2452146	0.7703921	0.8587866
MIMAT0000703	0.3448385	0.6316744	0.9028655	0.7031854	0.949055	0.6406509	1.113545	0.3925008	0.6671898	0.1026204	0.6926141	0.5691813
MIMAT0004682	0.1703757	0.8738724	0.5314351	1.645971	0.8958793	0.3998432	0.4779803	0.2074576	0.515889	0.8754698	0.4425968	0.9448819
MIMAT0000705	0.4500079	0.3547768	0.1632031	1.053846	1.40447	0.4413062	0.5105951	0.08370209	0.706365	0.4680365	0.3194875	0.5310456
MIMAT0004683	0.4380652	0.237859	0.6729723	1.464528	0.9344208	0.634261	1.162311	0.1581191	-0.02577686	-0.02161974	0.2456953	0.7543889
MIMAT0003385	0.6366081	0.332702	-0.08844689	0.3134989	0.6646828	0.6207412	0.5436523	0.3394444	0.3722716	0.2707161	0.404283	0.5422542
MIMAT0000707	0.3787748	0.4042469	0.4530306	0.6280531	0.5012211	0.3754931	0.703476	0.2368415	1.277934	0.3953232	0.6578799	1.333477
MIMAT0009199	0.658226	0.6025785	0.3956906	1.174719	0.6863007	0.6442745	0.7002522	0.2274338	0.5035359	0.8431404	0.650997	1.240525
MIMAT0000710	0.6391996	0.5985738	0.6073273	1.893497	1.568148	0.634261	0.5017475	0.5885849	0.8568016	0.598709	0.8277617	0.9408771
MIMAT0022833	0.2758948	0.5723079	1.072238	1.399305	0.6161531	0.4685501	0.6076521	0.3004394	0.4893545	0.3071415	0.7073817	0.9448819
MIMAT0022834	0.6391996	0.5985738	0.6073273	1.893497	1.568148	0.634261	0.5017475	0.5885849	0.8568016	0.598709	0.8277617	0.9408771
MIMAT0000714	0.2747124	0.5866979	0.1806804	0.9779812	1.025581	0.7039382	0.9054239	0.3052385	0.5000082	0.9028041	0.3553534	0.3346187
MIMAT0000715	0.7585437	0.741151	0.3008438	0.8500576	0.5691674	1.025853	0.372384	0.3355164	0.6553191	0.5198304	0.31859	0.831664
MIMAT0000716	0.3013116	0.613297	0.6432447	0.09030348	0.3934129	0.01468468	0.8151229	0.2074575	0.244453	0.598709	1.068315	0.7013129
MIMAT0000717	0.506505	0.2641306	0.5202398	0.8348864	0.9344208	0.8005295	0.6703706	0.5587692	0.4947457	0.7773654	0.786073	1.381219
MIMAT0004685	0.02598163	0.09603187	1.128301	1.549806	0.9641123	0.3998431	0.6997134	0.3579585	0.0153144	0.2670686	0.5757807	0.488827
MIMAT0000718	0.290593	0.9124138	0.3174057	0.8868209	0.648046	0.6140595	0.6666805	0.6428237	0.8949335	0.6691936	0.5878284	1.323758
MIMAT0004686	0.6469337	0.5426301	0.090734	0.4001091	0.2397957	0.1842327	0.5272015	0.2630739	0.3392864	0.9140113	0.6399307	0.2870226
MIMAT0000719	0.3485392	0.3955455	0.3374965	0.3699526	0.9651138	0.2431098	0.1841394	0.3209084	0.2899818	0.6566552	0.2113394	0.5132998
MIMAT0022861	0.1098145	0.6025786	1.174062	1.399305	1.052658	0.9359295	0.1434537	0.3281894	0.2758917	0.60881	1.040187	0.6905944
MIMAT0000720	0.5082356	0.8202211	0.6091778	1.182754	0.9344208	0.4177099	1.179886	0.2452613	0.4496781	0.678373	0.1949987	0.4544227
MIMAT0001621	0.6072636	0.5431776	0.2124721	0.8868209	0.6723758	0.5100024	0.6997133	0.1590228	0.3545493	0.3314713	0.6982945	0.5769364
MIMAT0000721	0.04543898	-0.1606666	0.5533283	0.3709438	0.4034401	0.2052523	0.7170898	0.1473466	0.5158889	0.319303	0.7195238	0.4665842
MIMAT0026483	0.7925889	0.449295	0.2621377	0.07976571	0.6013651	0.3568502	0.6997134	0.3925007	0.7468833	0.6722837	0.3834566	0.6886991
MIMAT0000722	0.2098342	0.3160652	0.07378048	0.2584003	0.6447208	0.8079885	0.6239298	0.3117419	0.4057631	0.507185	0.3607224	0.446449
MIMAT0004687	0.5160043	0.4671554	0.760268	1.015131	0.6544341	0.3998431	0.7061015	0.3576299	0.4127657	0.1699431	0.965094	0.4477484
MIMAT0000723	0.7119346	-0.08944905	0.5654913	0.7870171	0.6043595	0.5489296	1.054207	0.5072583	0.2320356	0.9140112	0.667744	0.9011954
MIMAT0026484	1.521356	0.3019612	0.6091778	0.9135822	0.7207386	0.3240031	0.4741184	0.2793131	0.4803346	0.2715871	0.3952663	0.6905944
MIMAT0000724	0.5512173	0.1558538	0.570489	0.3886131	0.6480461	0.3611543	1.201828	0.4311896	0.3132116	0.6373979	0.5070268	0.4931115
MIMAT0000725	0.2980299	0.1967549	0.3226313	0.3970685	0.9508987	0.7884297	0.8415277	0.08365327	0.5379024	0.1908766	0.9527961	0.9448819
MIMAT0000726	0.9836051	0.4948111	0.4929474	1.029836	1.113167	0.4278309	0.6042902	0.1795245	0.1835623	0.4501569	0.4560735	0.9675547
MIMAT0000727	0.3091178	0.06153873	0.592012	0.05635607	1.119796	0.3998431	0.9469486	0.09893256	0.2223208	0.6031578	0.3378372	0.7739493
MIMAT0004688	0.3157063	0.560823	0.5674223	0.9578726	0.959534	0.8622721	1.244559	0.4354686	0.5869406	0.2212366	0.2483811	0.5254743
MIMAT0000728	0.5441753	0.3891511	0.6718177	0.5019521	0.716905	0.139603	0.8765444	0.5167936	0.5158889	0.3485166	0.3002766	0.6994177
MIMAT0003386	0.481338	0.009332657	0.6091779	1.173649	0.6273129	0.4398334	0.8475126	0.6495785	0.5651363	0.05868924	0.2528945	1.135627
MIMAT0000729	0.6152325	0.8470702	1.148371	0.886821	0.6656928	0.5689173	0.6949745	0.2251043	0.9602584	0.5526474	0.7486835	0.709837
MIMAT0004689	0.2971774	0.6091629	0.3502882	1.204256	0.6546304	0.3753714	0.5352342	0.2927019	0.3218639	-0.118975	0.4451817	0.7700078
MIMAT0000730	0.6456411	0.6025786	0.9264205	0.9124907	0.4332759	0.5997632	1.012825	0.5206942	0.4081249	0.6264935	0.6263622	0.6905944
MIMAT0000731	-0.1607236	0.1673795	0.6091778	0.4369871	1.003975	0.582786	0.6577489	0.3924379	0.5879645	0.6095163	0.321995	0.6905944
MIMAT0000732	1.005746	0.6478122	0.1019171	0.9970347	1.249842	0.2984487	0.5010544	0.4048977	0.3236742	0.4173551	0.4655671	1.021949
MIMAT0000733	0.02334303	0.3345209	0.4918817	0.8327953	1.054252	0.2026884	0.2465499	0.2093071	0.5343447	0.5446833	0.1676977	0.4544227
MIMAT0004690	0.6238166	0.6025786	0.613023	1.183486	1.24129	0.634261	0.6997135	0.3151183	0.3320059	0.7301282	0.2142151	0.7434711
MIMAT0000734	0.7166339	0.6546388	0.7242737	0.5910423	1.182424	0.6314241	0.6997135	0.4485756	0.5489283	0.6581544	0.3935802	0.9317124
MIMAT0000735	0.2905931	0.7271269	0.9577339	1.747861	0.5861242	0.5327888	1.018381	0.3925007	0.7991978	0.3616688	0.6319184	0.6578524
MIMAT0022862	0.6001049	0.3160652	0.6104686	0.886821	0.3826945	0.5710199	0.6047907	0.3882136	0.3810056	0.3071415	0.3553534	0.4544227
MIMAT0000736	0.5940331	0.625348	0.5224895	0.2855581	0.6800594	0.4397757	0.6353473	0.3745409	-0.01295263	0.5336354	0.6010543	1.242247
MIMAT0000737	0.6436922	0.6386502	0.2254177	0.9664123	1.57264	0.634261	0.5784837	0.1821285	0.7991199	0.3552549	0.4507061	0.5907879
MIMAT0022697	0.3010022	0.3433667	0.3470435	0.3537817	0.4013815	0.5974197	0.2586158	0.2168937	0.5158889	0.3313637	0.4950581	0.6259127
MIMAT0000738	0.2278791	0.2381867	0.223778	0.8958811	0.9614382	0.5715471	0.9645098	0.3165827	0.453175	0.4413993	0.4293907	0.5886805
MIMAT0026485	-0.008422732	0.6025785	1.222775	1.088637	0.648046	0.560567	0.4066231	0.4175545	0.6130811	0.6498846	0.5757807	0.8996127
MIMAT0004692	0.4474663	0.4589316	2.417537	2.01653	0.5972648	0.1897372	0.6193016	0.03650904	0.2917269	0.4706223	0.9775081	0.6960989
MIMAT0000750	0.4494164	0.292304	0.3376072	0.4456245	0.2779359	0.04761472	0.5949548	0.102699	0.2930956	0.3682015	0.5141767	0.4544227
MIMAT0004693	0.07876897	0.5881355	0.7529187	1.075026	0.8028281	0.5630026	0.5868251	0.1912912	0.7824977	0.598709	0.6640804	0.3207524
MIMAT0000751	0.246443	0.1111994	1.031793	1.792467	0.6905798	0.4423769	0.9622439	0.4089427	0.4062455	0.1268089	0.3553534	0.4110476
MIMAT0026486	4.863791	0.06847453	0.4921451	1.978074	2.104618	0.3905642	2.363413	0.4157895	0.3908229	2.019557	1.331126	2.030295
MIMAT0000752	0.6529686	0.6451122	0.7264708	0.8051701	0.8431497	0.634261	1.528835	0.2075368	0.6305184	0.716002	0.4845096	1.062175
MIMAT0004694	0.5681901	0.8801756	0.4638808	0.6130885	0.925643	0.6630074	0.5616197	0.4706218	0.991743	0.5703058	0.2436631	0.717587
MIMAT0000753	0.6578614	0.8336018	0.8240533	1.092403	1.237445	0.7671114	1.084664	2.19593	0.4370768	1.222589	0.5757807	1.106042
MIMAT0004695	0.6796631	0.4973062	0.1346844	1.068062	0.8386459	0.3654736	0.6370617	0.3896669	0.4907172	0.4416735	0.4800059	0.741959
